full_description,Connector,Action,Description
The connector named palo alto panos has an action named list_url_filtering_security_profiles which can be used for following - Get url filtering security profiles.,palo alto panos,list_url_filtering_security_profiles,Get url filtering security profiles.
"The connector named palo alto panos has an action named run_logs which can be used for following - This Action will run a log and return the ID. It will not return the log itself. To get the log, use the Get Log action.",palo alto panos,run_logs,"This Action will run a log and return the ID. It will not return the log itself. To get the log, use the Get Log action."
The connector named palo alto panos has an action named apikey which can be used for following - Authenticates using an API Key,palo alto panos,apikey,Authenticates using an API Key
The connector named palo alto panos has an action named connector which can be used for following - Palo Alto Panorama and PANOS Connector,palo alto panos,connector,Palo Alto Panorama and PANOS Connector
The connector named swimlane email has an action named get_email_metadata which can be used for following - Get Email Matadata,swimlane email,get_email_metadata,Get Email Matadata
The connector named swimlane email has an action named ingest_email which can be used for following - Ingest emails,swimlane email,ingest_email,Ingest emails
The connector named swimlane email has an action named send_email which can be used for following - Sends email,swimlane email,send_email,Sends email
The connector named swimlane email has an action named custom which can be used for following -,swimlane email,custom,
The connector named swimlane email has an action named connector which can be used for following - Connect and interact with email server,swimlane email,connector,Connect and interact with email server
The connector named swimlane dns has an action named get_records which can be used for following - Get DNS Records,swimlane dns,get_records,Get DNS Records
